Duration,Status,No. of previous failures,LENGTH,A_DIAM,Year,PRESSURE(bar),Failure Year,AADT (traffic) ( When failure occurred ),Mean Dew Point (deg. C) ( When failure occurred ),Mean Relative Humidity (%) ( When failure occurred ),Total Rainfall (mm) ( When failure occurred ),LANDUSE,LPR_Corros,A_MAT,TYPE,FAULT_TYPE,DEFECT1LV1,DEF_NATURE
10,0,0,6.196,200,2013,12.48,,,,,,URBAN,Mildly Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
11,0,0,5.197,80,2012,6.56,,,,,,URBAN,Non-Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
12,0,0,0.92,80,2011,12.48,,,,,,URBAN,Non-Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
11,0,0,1.154,80,2012,6.56,,,,,,URBAN,Non-Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
12,0,0,0.88,80,2011,12.48,,,,,,URBAN,Non-Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
11,0,0,1.165,80,2012,6.56,,,,,,URBAN,Non-Corrosive,DI,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
11,0,0,1.264,200,2012,6.56,,,,,,URBAN,Non-Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
12,0,0,0.967,200,2011,12.48,,,,,,URBAN,Non-Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
11,0,0,17.893,200,2012,12.48,,,,,,URBAN,Mildly Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
11,0,0,0.785,200,2012,12.48,,,,,,URBAN,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
11,0,0,19.356,150,2012,12.48,,,,,,URBAN,Non-Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
11,0,0,0.577,80,2012,12.48,,,,,,URBAN,Mildly Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
11,0,0,0.666,200,2012,12.48,,,,,,URBAN,Non-Corrosive,DI,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
11,0,0,2.245,150,2012,6.56,,,,,,URBAN,Non-Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
11,0,0,1.298,200,2012,6.56,,,,,,URBAN,Non-Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
12,0,0,1.617,80,2011,12.48,,,,,,URBAN,Non-Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
12,0,0,9.05,200,2011,12.48,,,,,,URBAN,Non-Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
35,0,0,1.117,150,1988,6.56,,,,,,URBAN,Non-Corrosive,DI,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
11,0,0,0.506,200,2012,6.56,,,,,,URBAN,Non-Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
12,0,0,1.033,80,2011,12.48,,,,,,URBAN,Non-Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
11,0,0,1.103,150,2012,6.56,,,,,,URBAN,Non-Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
12,0,0,1.025,200,2011,12.48,,,,,,URBAN,Non-Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
11,0,0,1.511,150,2012,12.48,,,,,,URBAN,Non-Corrosive,DI,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
10,0,0,1.134,200,2013,12.48,,,,,,URBAN,Mildly Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
11,0,0,1.34,50,2012,6.56,,,,,,URBAN,Non-Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
12,0,0,0.939,80,2011,12.48,,,,,,URBAN,Non-Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,20.21,150,2008,5.29,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
15,0,0,1.575,80,2008,5.29,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
15,0,0,1.055,150,2008,5.29,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
15,0,0,2.555,150,2008,5.29,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
11,0,0,2.365,150,2012,5.44,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
15,0,0,1.401,80,2008,5.29,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
15,0,0,3.645,150,2008,5.29,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
11,0,0,1.221,150,2012,5.51,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
11,0,0,3.008,150,2012,5.51,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
32,0,0,4.079,150,1991,5.44,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
32,0,0,25.166,150,1991,5.44,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
11,0,0,1.296,200,2012,5.51,,,,,,URBAN,Mildly Corrosive,S,Other Location,Not_Failed,Not_Failed,Not_Failed
11,0,0,1.108,150,2012,5.44,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
11,0,0,0.81,150,2012,5.51,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
11,0,0,8.568,200,2012,5.51,,,,,,URBAN,Mildly Corrosive,S,Other Location,Not_Failed,Not_Failed,Not_Failed
13,0,0,7.626,250,2010,8.45,,,,,,URBAN,Non-Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
13,0,0,2.665,150,2010,8.45,,,,,,URBAN,Non-Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
13,0,0,145.28,250,2010,9.62,,,,,,URBAN,Non-Corrosive,DI,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
13,0,0,0.506,250,2010,8.45,,,,,,URBAN,Non-Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
13,0,0,0.572,250,2010,9.42,,,,,,URBAN,Non-Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
13,0,0,1.538,250,2010,9.49,,,,,,URBAN,Non-Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
13,0,0,0.425,250,2010,9.42,,,,,,URBAN,Non-Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
34,0,0,0.873,250,1989,9.69,,,,,,URBAN,Non-Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,0.748,80,2008,5.29,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
13,0,0,1.754,250,2010,9.42,,,,,,URBAN,Non-Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
34,0,0,1.684,250,1989,9.62,,,,,,URBAN,Non-Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,1.086,150,2008,5.29,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
15,0,0,1.437,150,2008,5.29,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
15,0,0,1.723,80,2008,5.29,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
15,0,0,2.334,80,2008,5.29,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
11,0,0,103.949,80,2012,6.98,,,,,,URBAN,Mildly Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
11,0,0,67.375,100,2012,8.08,,,,,,URBAN,Mildly Corrosive,DI,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
20,0,0,0.843,100,2003,8.49,,,,,,RURAL,Mildly Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
20,0,0,65.863,100,2003,8.77,,,,,,URBAN,Mildly Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,2.512,150,2008,5.43,,,,,,URBAN,Mildly Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,1.418,150,2008,5.43,,,,,,URBAN,Mildly Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
11,0,0,103.648,100,2012,7.04,,,,,,URBAN,Mildly Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,1.553,150,2008,5.43,,,,,,URBAN,Mildly Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,2.632,250,2008,5.36,,,,,,URBAN,Mildly Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,42.579,250,2008,5.43,,,,,,URBAN,Mildly Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
18,0,0,45.559,250,2005,5.22,,,,,,RURAL,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
18,0,0,15.322,250,2005,5.29,,,,,,RURAL,Mildly Corrosive,DI,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,1.728,150,2008,5.36,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
15,0,0,1.273,150,2008,5.36,,,,,,URBAN,Mildly Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,1.49,80,2008,5.36,,,,,,URBAN,Mildly Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,0.922,150,2008,5.36,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
11,0,0,0.751,200,2012,5.44,,,,,,URBAN,Mildly Corrosive,S,Other Location,Not_Failed,Not_Failed,Not_Failed
11,0,0,80.853,200,2012,5.44,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
11,0,0,1.297,150,2012,5.44,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
11,0,0,0.553,150,2012,5.44,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
11,0,0,1.314,150,2012,5.44,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
11,0,0,1.352,150,2012,5.44,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
11,0,0,55.913,150,2012,5.51,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
11,0,0,0.612,200,2012,5.44,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
11,0,0,2.231,80,2012,7.67,,,,,,URBAN,Mildly Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
11,0,0,0.629,150,2012,5.44,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
11,0,0,131.237,150,2012,5.51,,,,,,URBAN,Mildly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
11,0,0,0.873,80,2012,7.6,,,,,,URBAN,Mildly Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
11,0,0,8.799,80,2012,8.49,,,,,,URBAN,Mildly Corrosive,DI,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
11,0,0,1.065,80,2012,7.6,,,,,,URBAN,Mildly Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
11,0,0,62.568,80,2012,8.08,,,,,,URBAN,Mildly Corrosive,DI,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
23,0,0,40.514,100,2000,5.32,,,,,,RURAL,Highly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
23,0,0,18.185,100,2000,5.32,,,,,,RURAL,Highly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
31,0,0,26.995,250,1992,5.2,,,,,,URBAN,Non-Corrosive,DI,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
10,0,0,0.894,80,2013,7.78,,,,,,URBAN,Non-Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
10,0,0,1.111,25,2013,4.18,,,,,,RURAL,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
10,0,0,1.714,50,2013,3.97,,,,,,RURAL,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
10,0,0,1.149,25,2013,4.18,,,,,,RURAL,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
10,0,0,1.957,40,2013,4.18,,,,,,RURAL,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
15,0,0,21.968,40,2008,7.37,,,,,,RURAL,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
10,0,0,0.902,50,2013,3.97,,,,,,RURAL,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
10,0,0,2.272,40,2013,4.18,,,,,,RURAL,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
10,0,0,1.43,100,2013,7.78,,,,,,RURAL,Non-Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
10,0,0,1.293,100,2013,7.44,,,,,,RURAL,Non-Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
15,0,0,27.279,40,2008,7.37,,,,,,RURAL,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
10,0,0,1.735,100,2013,7.85,,,,,,RURAL,Non-Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
15,0,0,1.543,80,2008,2.25,,,,,,URBAN,Non-Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,14.526,100,2008,2.25,,,,,,URBAN,Non-Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
12,0,0,1.177,80,2011,6.95,,,,,,URBAN,Mildly Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
12,0,0,2.626,80,2011,6.95,,,,,,URBAN,Mildly Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,17.498,80,2008,2.25,,,,,,URBAN,Non-Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,16.269,80,2008,2.32,,,,,,URBAN,Non-Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,19.436,100,2008,2.25,,,,,,URBAN,Non-Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,9.188,80,2008,2.32,,,,,,URBAN,Non-Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
14,0,0,0.702,80,2009,1.01,,,,,,URBAN,Mildly Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
10,0,0,10.142,50,2013,3.28,,,,,,RURAL,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
15,0,0,3.072,80,2008,2.25,,,,,,URBAN,Non-Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,30.962,150,2008,2.25,,,,,,URBAN,Non-Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
14,0,0,0.551,40,2009,6.22,,,,,,RURAL,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
31,0,0,5.881,250,1992,5.13,,,,,,URBAN,Non-Corrosive,DI,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
10,0,0,1.016,25,2013,6.22,,,,,,RURAL,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
14,0,0,0.91,40,2009,6.22,,,,,,RURAL,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
38,0,0,11.036,250,1985,6.69,,,,,,URBAN,Mildly Corrosive,DI,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
38,0,0,74.402,250,1985,6.82,,,,,,URBAN,Mildly Corrosive,DI,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
21,0,0,19.567,80,2002,5.91,,,,,,URBAN,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
11,0,0,1.356,25,2012,6.69,,,,,,URBAN,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
38,0,0,1.219,150,1985,6.69,,,,,,URBAN,Mildly Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
35,0,0,1.466,600,1988,7.17,,,,,,URBAN,Highly Corrosive,S,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
38,0,0,0.835,150,1985,6.69,,,,,,URBAN,Mildly Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
38,0,0,1.372,150,1985,6.69,,,,,,URBAN,Mildly Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
13,0,0,1.085,250,2010,9.42,,,,,,URBAN,Non-Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
13,0,0,1.039,250,2010,9.42,,,,,,URBAN,Non-Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
13,0,0,2.184,150,2010,9.42,,,,,,URBAN,Non-Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
13,0,0,0.747,250,2010,9.42,,,,,,URBAN,Non-Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
13,0,0,18.764,250,2010,9.62,,,,,,URBAN,Non-Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
13,0,0,0.924,150,2010,8.45,,,,,,URBAN,Non-Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
13,0,0,0.795,250,2010,9.42,,,,,,URBAN,Non-Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
13,0,0,9.734,250,2010,9.62,,,,,,URBAN,Non-Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
10,0,0,1.159,80,2013,7.1,,,,,,URBAN,Highly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
31,0,0,13.784,150,1992,7.1,,,,,,URBAN,Highly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
10,0,0,1.018,100,2013,7.44,,,,,,RURAL,Non-Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
17,0,0,12.053,150,2006,7.44,,,,,,RURAL,Non-Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
14,0,0,6.092,40,2009,6.08,,,,,,RURAL,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
10,0,0,1.44,100,2013,7.85,,,,,,RURAL,Non-Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
31,0,0,8.412,150,1992,7.1,,,,,,URBAN,Highly Corrosive,DI,Other Location,Not_Failed,Not_Failed,Not_Failed
14,0,0,2.414,40,2009,6.08,,,,,,RURAL,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
11,0,0,2.071,40,2012,6.62,,,,,,URBAN,Mildly Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
11,0,0,1.451,50,2012,6.62,,,,,,RURAL,Mildly Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
11,0,0,24.764,40,2012,6.55,,,,,,URBAN,Mildly Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
11,0,0,3.06,40,2012,6.62,,,,,,RURAL,Mildly Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
13,0,0,14.03,100,2010,5.21,,,,,,URBAN,Mildly Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
21,0,0,41.25,80,2002,7.51,,,,,,RURAL,Highly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
11,0,0,16.888,50,2012,6.55,,,,,,RURAL,Mildly Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
13,0,0,1.47,100,2010,5.21,,,,,,URBAN,Mildly Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,0.715,100,2008,1.56,,,,,,URBAN,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
15,0,0,9.355,100,2008,1.7,,,,,,URBAN,Mildly Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,6.563,100,2008,1.56,,,,,,URBAN,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
15,0,0,0.786,100,2008,1.56,,,,,,URBAN,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
15,0,0,1.062,80,2008,1.7,,,,,,URBAN,Mildly Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,1.698,80,2008,1.63,,,,,,URBAN,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
15,0,0,16.162,100,2008,1.7,,,,,,URBAN,Mildly Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,2.104,80,2008,1.7,,,,,,URBAN,Mildly Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,0.822,80,2008,1.7,,,,,,URBAN,Mildly Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,11.068,100,2008,1.7,,,,,,URBAN,Mildly Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,1.904,80,2008,1.7,,,,,,URBAN,Mildly Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,0.844,80,2008,1.63,,,,,,URBAN,Mildly Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,22.695,100,2008,1.77,,,,,,URBAN,Mildly Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,0.499,80,2008,1.63,,,,,,URBAN,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
15,0,0,3.138,80,2008,1.63,,,,,,URBAN,Mildly Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
20,0,0,1.06,200,2003,6.42,,,,,,URBAN,Non-Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
20,0,0,3.179,200,2003,6.42,,,,,,URBAN,Non-Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
18,0,0,1.1,25,2005,6.14,,,,,,RURAL,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
18,0,0,1.751,50,2005,6.14,,,,,,RURAL,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
20,0,0,0.958,200,2003,6.42,,,,,,URBAN,Non-Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
32,0,0,85.347,200,1991,7.7,,,,,,URBAN,Mildly Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
10,0,0,0.936,200,2013,6.42,,,,,,URBAN,Non-Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
10,0,0,3.032,200,2013,6.42,,,,,,URBAN,Non-Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,0.512,100,2008,1.84,,,,,,URBAN,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
15,0,0,5.33,100,2008,1.7,,,,,,URBAN,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
15,0,0,12.705,100,2008,1.56,,,,,,URBAN,Mildly Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,1.014,100,2008,1.7,,,,,,URBAN,Mildly Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,0.481,100,2008,1.56,,,,,,URBAN,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
15,0,0,1.76,100,2008,1.56,,,,,,URBAN,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
15,0,0,9.067,100,2008,1.63,,,,,,URBAN,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
15,0,0,8.544,100,2008,1.56,,,,,,URBAN,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
10,0,0,3.064,80,2013,7.58,,,,,,URBAN,Highly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
22,0,0,22.935,80,2001,6.75,,,,,,RURAL,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
14,0,0,0.702,80,2009,1.01,,,,,,URBAN,Mildly Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
13,0,0,1.937,80,2010,4.58,,,,,,URBAN,Highly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
13,0,0,3.929,80,2010,4.65,,,,,,URBAN,Highly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
22,0,0,58.594,80,2001,7.02,,,,,,RURAL,Mildly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
13,0,0,2.07,80,2010,4.58,,,,,,URBAN,Highly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
60,0,0,0.897,100,1963,7.85,,,,,,URBAN,Mildly Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,1.248,100,2008,8.23,,,,,,URBAN,Mildly Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
13,0,0,1.117,80,2010,4.86,,,,,,URBAN,Highly Corrosive,PE,Other Location,Not_Failed,Not_Failed,Not_Failed
60,0,0,0.838,50,1963,7.85,,,,,,URBAN,Mildly Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
14,0,0,14.619,80,2009,1.01,,,,,,URBAN,Non-Corrosive,PE,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
14,0,0,32.932,80,2009,1.29,,,,,,URBAN,Mildly Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,4.276,100,2008,8.23,,,,,,URBAN,Mildly Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
31,0,0,1.552,150,1992,4.02,,,,,,URBAN,Highly Corrosive,DI,FOOTWAY,Not_Failed,Not_Failed,Not_Failed
15,0,0,6.178,100,2008,1.77,,,,,,URBAN,Mildly Corrosive,PE,CARRIAGEWAY,Not_Failed,Not_Failed,Not_Failed
